accession,assay,organism,status,hsHSR_28,mmHSR_882,mmLM_343,mmLM_363,mmLM_540,mmLM_543,mmHSR_1865,mmHSR_2365
ENCFF000SFS,DNase-seq,human,released,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENCFF660SLV,RNA-seq,human,released,1.0,21.0,697.0,0.0,557.0,0.0,0.0,6.0
ENCFF000ALK,ChIP-seq,human,released,40.0,150.0,69.0,440.0,60.0,163.0,289.0,159.0
ENCFF240SSO,ChIP-seq,human,released,48.0,97.0,75.0,65.0,93.0,115.0,46.0,55.0
ENCFF910YUY,DNase-seq,human,released,17.0,753.0,185.0,41.0,13.0,4148.0,52.0,37.0
ENCFF470MPB,ChIP-seq,human,released,26.0,71.0,74.0,81.0,33.0,154.0,39.0,97.0
ENCFF950OXW,ChIP-seq,human,released,2.0,400.0,110.0,14.0,0.0,306.0,10.0,6.0
ENCFF360ZTQ,DNase-seq,mouse,released,40470.0,856.0,235.0,84.0,50.0,1.0,85.0,119.0
ENCFF520RNH,DNase-seq,human,released,4.0,76.0,36.0,2.0,8.0,77.0,8.0,7.0
ENCFF000ALU,ChIP-seq,human,released,59.0,206.0,941.0,79.0,154.0,207.0,44.0,58.0
ENCFF300LYK,DNase-seq,human,released,0.0,1270.0,260.0,72.0,14.0,816.0,15.0,16.0
ENCFF080BGD,ChIP-seq,human,released,51.0,98.0,232.0,37.0,47.0,101.0,56.0,94.0
ENCFF460GEN,RNA-seq,human,released,32.0,12.0,388.0,4.0,981.0,0.0,0.0,46.0
ENCFF460YQI,ChIP-seq,mouse,released,299.0,152.0,22.0,14.0,14.0,11.0,42.0,12.0
ENCFF440BRL,ChIP-seq,human,released,63.0,1389.0,130.0,89.0,54.0,171.0,75.0,83.0
ENCFF770VIU,ChIP-seq,human,released,32.0,378.0,254.0,137.0,53.0,337.0,109.0,145.0
ENCFF970CDE,DNase-seq,human,revoked,1365.0,138.0,86.0,54.0,123.0,161.0,60.0,90.0
ENCFF100CTE,DNase-seq,mouse,released,84309.0,81.0,36.0,18.0,34.0,62.0,14.0,17.0
ENCFF000SJL,DNase-seq,human,released,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENCFF560WSP,DNase-seq,mouse,released,6291.0,193.0,24.0,7.0,4.0,6.0,14.0,15.0
ENCFF140OBG,DNase-seq,mouse,released,41539.0,228.0,45.0,19.0,13.0,0.0,19.0,21.0
ENCFF000AHV,ChIP-seq,human,released,426.0,221.0,164.0,154.0,106.0,246.0,88.0,90.0
ENCFF570ZQU,ChIP-seq,human,released,55.0,228.0,366.0,32.0,89.0,56.0,40.0,56.0
ENCFF000TEP,DNase-seq,human,released,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENCFF660WNQ,ChIP-seq,human,released,49.0,159.0,87.0,57.0,52.0,113.0,104.0,70.0
ENCFF250BPC,RNA-seq,human,released,10.0,2118.0,480.0,397.0,1358.0,0.0,1.0,67.0
ENCFF610XMR,RNA-seq,human,released,1.0,7874.0,944.0,45.0,1083.0,6.0,1.0,10.0
ENCFF960OWY,ChIP-seq,human,released,13.0,292.0,110.0,54.0,9.0,176.0,31.0,24.0
ENCFF040WOV,DNase-seq,mouse,released,3553.0,316.0,86.0,30.0,27.0,24.0,18.0,19.0
ENCFF970VKL,RNA-seq,mouse,released,1871884.0,7.0,236.0,3856.0,1231.0,21.0,1.0,14.0
ENCFF220ZRF,DNase-seq,human,released,19.0,143.0,85.0,43.0,21.0,90.0,40.0,70.0
ENCFF080NOR,ChIP-seq,human,released,60.0,189.0,109.0,53.0,46.0,140.0,39.0,93.0
ENCFF240EGC,ChIP-seq,human,released,34.0,116.0,73.0,50.0,47.0,96.0,61.0,63.0
ENCFF650TIV,RNA-seq,human,released,0.0,8.0,2334.0,1.0,602.0,0.0,0.0,0.0
ENCFF590LKS,DNase-seq,human,released,9495.0,693.0,116.0,45.0,65.0,121.0,52.0,73.0
ENCFF330TCT,ChIP-seq,human,released,95.0,151.0,328.0,107.0,61.0,142.0,92.0,220.0
ENCFF000FSU,RNA-seq,human,released,0.0,21332.0,1870.0,0.0,331.0,0.0,0.0,0.0
ENCFF970NWY,ChIP-seq,human,released,66.0,541.0,550.0,118.0,41.0,129.0,56.0,67.0
ENCFF520DVP,DNase-seq,mouse,released,54352.0,404.0,41.0,11.0,12.0,0.0,18.0,13.0
ENCFF900SUO,ChIP-seq,human,released,61.0,241.0,271.0,164.0,28.0,390.0,76.0,130.0
ENCFF340SRU,ChIP-seq,human,released,3.0,335.0,171.0,47.0,0.0,194.0,95.0,57.0
ENCFF110RKW,ChIP-seq,human,released,18.0,192.0,83.0,61.0,42.0,56.0,83.0,82.0
ENCFF190QDZ,ChIP-seq,human,released,65.0,56.0,108.0,71.0,79.0,70.0,68.0,76.0
ENCFF800JVU,DNase-seq,human,released,15.0,337.0,169.0,83.0,11.0,212.0,47.0,56.0
ENCFF130DKL,RNA-seq,mouse,released,157043.0,38.0,806.0,0.0,106.0,6.0,0.0,0.0
ENCFF000SOW,DNase-seq,human,released,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ENCFF180LOF,RNA-seq,mouse,released,140849.0,655.0,781.0,0.0,163.0,27.0,0.0,1.0
ENCFF460AQU,ChIP-seq,human,released,35.0,189.0,93.0,92.0,51.0,56.0,63.0,90.0
ENCFF000WUW,ChIP-seq,human,released,9.0,137.0,125.0,48.0,18.0,194.0,24.0,36.0
ENCFF350HMV,RNA-seq,human,released,9.0,120.0,460.0,213.0,532.0,1.0,0.0,7.0
ENCFF970HHO,ChIP-seq,human,released,103.0,82.0,210.0,84.0,33.0,253.0,92.0,125.0
ENCFF160TQC,RNA-seq,mouse,released,5499797.0,56.0,287.0,0.0,1008.0,10.0,0.0,4.0
ENCFF940HEQ,DNase-seq,mouse,released,78472.0,378.0,57.0,22.0,50.0,61.0,18.0,20.0
ENCFF620FXZ,DNase-seq,mouse,released,52362.0,575.0,163.0,97.0,45.0,5.0,52.0,52.0
ENCFF790VTA,DNase-seq,human,released,1.0,854.0,222.0,45.0,3.0,490.0,39.0,33.0
ENCFF260NZM,DNase-seq,mouse,released,110173.0,404.0,91.0,38.0,80.0,141.0,31.0,53.0
ENCFF840XYZ,RNA-seq,mouse,released,7329664.0,24.0,251.0,2.0,1017.0,7.0,0.0,5.0
ENCFF000SHM,DNase-seq,human,released,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
ENCFF270ERO,RNA-seq,mouse,released,4999567.0,198.0,280.0,0.0,892.0,10.0,0.0,6.0
ENCFF630XLI,RNA-seq,human,released,4.0,935.0,624.0,0.0,689.0,0.0,0.0,31.0
ENCFF400KNF,DNase-seq,mouse,released,10219.0,193.0,43.0,14.0,24.0,2.0,16.0,22.0
ENCFF130KTQ,ChIP-seq,human,released,27.0,189.0,62.0,63.0,37.0,285.0,47.0,86.0
ENCFF000SFP,DNase-seq,human,released,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENCFF370DKB,DNase-seq,human,released,33.0,94.0,98.0,39.0,57.0,94.0,26.0,47.0
ENCFF920CIK,ChIP-seq,human,released,17.0,70.0,52.0,41.0,45.0,32.0,19.0,50.0
ENCFF170NRX,ChIP-seq,human,released,27.0,35.0,44.0,24.0,33.0,16.0,23.0,32.0
ENCFF000SWO,DNase-seq,human,released,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
ENCFF730SMZ,DNase-seq,mouse,released,94539.0,407.0,173.0,90.0,90.0,875.0,177.0,1882.0
ENCFF760LCQ,ChIP-seq,human,released,32.0,134.0,70.0,31.0,21.0,73.0,43.0,59.0
ENCFF030MAH,DNase-seq,human,released,8.0,387.0,137.0,31.0,8.0,287.0,49.0,27.0
ENCFF210QXK,ChIP-seq,human,released,52.0,82.0,86.0,20.0,57.0,118.0,26.0,47.0
ENCFF980FTO,ChIP-seq,human,released,39.0,195.0,99.0,52.0,67.0,116.0,58.0,63.0
ENCFF780PZK,ChIP-seq,human,released,37.0,118.0,63.0,33.0,31.0,60.0,40.0,50.0
ENCFF360GQI,ChIP-seq,human,released,80.0,233.0,146.0,71.0,66.0,118.0,83.0,52.0
ENCFF160ZLW,DNase-seq,mouse,released,39549.0,379.0,69.0,30.0,42.0,21.0,15.0,33.0
ENCFF240CQP,ChIP-seq,human,released,62.0,153.0,94.0,61.0,52.0,61.0,95.0,73.0
ENCFF360YKR,ChIP-seq,human,released,50.0,201.0,108.0,58.0,84.0,177.0,78.0,80.0
ENCFF610QBV,DNase-seq,human,released,7570.0,281.0,151.0,66.0,48.0,267.0,49.0,86.0
ENCFF170XMM,RNA-seq,mouse,released,5432324.0,131.0,262.0,3.0,970.0,11.0,0.0,4.0
ENCFF700ORL,ChIP-seq,human,released,35.0,129.0,90.0,44.0,81.0,93.0,73.0,102.0
ENCFF340GSU,ChIP-seq,human,released,27.0,67.0,37.0,27.0,27.0,41.0,39.0,54.0
ENCFF490QEC,RNA-seq,mouse,released,201013.0,151.0,645.0,2.0,101.0,17.0,0.0,0.0
ENCFF060JCS,RNA-seq,mouse,released,1848617.0,85.0,408.0,6.0,471.0,19.0,1.0,3.0
ENCFF500QZK,RNA-seq,mouse,released,1513651.0,4.0,191.0,3064.0,1104.0,22.0,0.0,11.0
ENCFF330JKT,DNase-seq,human,released,33.0,399.0,168.0,72.0,13.0,237.0,57.0,45.0
ENCFF440UBR,ChIP-seq,human,released,29.0,141.0,130.0,77.0,41.0,203.0,54.0,97.0
ENCFF300ZLE,ChIP-seq,human,released,52.0,226.0,104.0,49.0,34.0,105.0,56.0,73.0
ENCFF380GTI,DNase-seq,mouse,released,10749.0,66.0,13.0,7.0,12.0,9.0,2.0,8.0
ENCFF650PTL,ChIP-seq,human,released,40.0,86.0,120.0,58.0,65.0,239.0,56.0,50.0
ENCFF580YIK,ChIP-seq,human,released,51.0,80.0,79.0,30.0,27.0,34.0,45.0,40.0
ENCFF350USQ,DNase-seq,mouse,released,18452.0,510.0,119.0,56.0,42.0,3.0,36.0,63.0
ENCFF670VVN,RNA-seq,mouse,released,1481318.0,4.0,183.0,3306.0,1090.0,8.0,0.0,16.0
ENCFF510AYI,RNA-seq,mouse,released,783086.0,25.0,495.0,256.0,1409.0,19.0,1.0,9.0
ENCFF550YBC,DNase-seq,mouse,released,12330.0,116.0,29.0,10.0,15.0,4.0,8.0,8.0
ENCFF030WVH,ChIP-seq,human,released,47.0,171.0,384.0,44.0,64.0,122.0,33.0,67.0
ENCFF940NAW,ChIP-seq,human,revoked,4.0,33.0,121.0,0.0,276.0,26.0,56.0,24.0
ENCFF860SCI,ChIP-seq,human,released,32.0,94.0,90.0,26.0,25.0,61.0,42.0,35.0
ENCFF840SLP,ChIP-seq,human,released,15.0,77.0,55.0,20.0,21.0,56.0,63.0,35.0
ENCFF850FSY,ChIP-seq,human,released,74.0,356.0,140.0,84.0,48.0,123.0,97.0,58.0
ENCFF770NYA,RNA-seq,human,released,4.0,0.0,125.0,76.0,1202.0,0.0,0.0,1.0
ENCFF800XBW,ChIP-seq,human,released,18.0,59.0,82.0,36.0,34.0,133.0,33.0,46.0
ENCFF510IAG,RNA-seq,mouse,released,811197.0,38.0,524.0,336.0,1571.0,15.0,0.0,13.0
ENCFF860XMD,RNA-seq,mouse,released,1087459.0,16.0,305.0,1158.0,1708.0,17.0,0.0,12.0
ENCFF970AND,ChIP-seq,human,released,10.0,101.0,59.0,44.0,25.0,205.0,39.0,41.0
ENCFF810ITI,DNase-seq,mouse,released,5715.0,309.0,44.0,24.0,12.0,0.0,14.0,11.0
ENCFF350OPK,DNase-seq,human,released,6.0,485.0,72.0,46.0,5.0,271.0,25.0,21.0
ENCFF010CHD,ChIP-seq,human,released,45.0,190.0,100.0,49.0,28.0,107.0,69.0,53.0
ENCFF150NHJ,DNase-seq,human,released,868.0,1223.0,417.0,220.0,33.0,969.0,148.0,188.0
ENCFF830VMZ,DNase-seq,human,released,23.0,189.0,149.0,70.0,10.0,153.0,74.0,51.0
ENCFF610TGH,ChIP-seq,human,released,19.0,19.0,57.0,30.0,43.0,51.0,42.0,48.0
ENCFF810FJD,ChIP-seq,human,released,22.0,119.0,69.0,28.0,22.0,40.0,47.0,31.0
ENCFF590KVS,ChIP-seq,human,released,13.0,194.0,44.0,62.0,27.0,332.0,53.0,66.0
ENCFF770NDG,ChIP-seq,human,released,22.0,39.0,61.0,36.0,46.0,120.0,53.0,85.0
ENCFF190ZNU,DNase-seq,human,released,5010.0,114.0,71.0,27.0,41.0,84.0,22.0,29.0
ENCFF290PQW,DNase-seq,mouse,released,10023.0,162.0,81.0,39.0,25.0,4.0,32.0,38.0
ENCFF190YPM,DNase-seq,human,released,404.0,89.0,86.0,41.0,75.0,77.0,70.0,61.0
ENCFF860YFN,DNase-seq,human,released,9.0,129.0,41.0,17.0,17.0,134.0,15.0,17.0
ENCFF680ULV,ChIP-seq,human,released,25.0,49.0,35.0,14.0,13.0,36.0,31.0,28.0
ENCFF890MKU,ChIP-seq,human,released,11.0,67.0,81.0,20.0,42.0,125.0,46.0,38.0
ENCFF720UVC,ChIP-seq,human,released,56.0,85.0,126.0,28.0,66.0,54.0,36.0,67.0
ENCFF760ETA,ChIP-seq,human,released,46.0,255.0,144.0,63.0,62.0,185.0,60.0,80.0
ENCFF980IUG,RNA-seq,human,released,0.0,621.0,1977.0,70.0,1831.0,0.0,0.0,1.0
ENCFF260HSY,RNA-seq,human,released,1450.0,1576.0,2928.0,478.0,2046.0,1.0,0.0,3.0
ENCFF260IMZ,DNase-seq,human,released,10.0,409.0,81.0,21.0,2.0,3243.0,18.0,12.0
ENCFF180MTM,RNA-seq,human,released,6.0,2859.0,725.0,36.0,1451.0,0.0,0.0,21.0
ENCFF500WIT,DNase-seq,mouse,released,2870.0,145.0,47.0,14.0,21.0,6.0,23.0,20.0
ENCFF150OQH,RNA-seq,human,released,12.0,142.0,661.0,40.0,477.0,0.0,0.0,45.0
ENCFF320DNB,DNase-seq,human,released,14.0,367.0,130.0,45.0,6.0,141.0,38.0,34.0
ENCFF300UZJ,ChIP-seq,human,revoked,57.0,163.0,88.0,47.0,0.0,66.0,48.0,100.0
ENCFF680HKS,ChIP-seq,human,released,17.0,44.0,39.0,20.0,33.0,116.0,20.0,72.0
ENCFF710RIP,DNase-seq,mouse,released,60000.0,301.0,18.0,15.0,13.0,14.0,12.0,8.0
ENCFF520PFI,ChIP-seq,human,released,24.0,272.0,79.0,43.0,28.0,150.0,80.0,106.0
ENCFF740AAL,DNase-seq,human,released,5.0,136.0,87.0,58.0,11.0,115.0,29.0,33.0
ENCFF610LLQ,DNase-seq,mouse,released,108980.0,2219.0,224.0,104.0,60.0,3.0,172.0,374.0
ENCFF140UYT,RNA-seq,human,released,29.0,1291.0,1125.0,299.0,328.0,2.0,3.0,61.0
ENCFF040UHY,DNase-seq,human,released,4801.0,45.0,46.0,8.0,35.0,220.0,19.0,24.0
ENCFF510HXD,ChIP-seq,human,released,30.0,69.0,67.0,34.0,36.0,100.0,23.0,71.0
ENCFF370NAO,ChIP-seq,human,revoked,43.0,119.0,83.0,54.0,60.0,112.0,54.0,61.0
ENCFF170GMW,ChIP-seq,human,released,73.0,209.0,119.0,66.0,54.0,79.0,61.0,40.0
ENCFF340LSA,ChIP-seq,human,released,32.0,111.0,83.0,51.0,31.0,70.0,43.0,42.0
ENCFF000QTU,ChIP-seq,human,released,258.0,108.0,51.0,22.0,55.0,36.0,18.0,47.0
ENCFF500GLW,RNA-seq,mouse,released,152430.0,107.0,460.0,1.0,167.0,4.0,0.0,0.0
ENCFF590VVD,DNase-seq,human,released,6.0,346.0,133.0,50.0,9.0,400.0,18.0,34.0
ENCFF530VQZ,ChIP-seq,human,released,36.0,201.0,87.0,49.0,54.0,99.0,90.0,49.0
ENCFF930GXH,DNase-seq,human,released,18.0,389.0,194.0,31.0,6.0,345.0,36.0,37.0
ENCFF060EBL,ChIP-seq,human,released,3.0,134.0,30.0,24.0,13.0,152.0,41.0,37.0
ENCFF610FSQ,ChIP-seq,human,released,22.0,75.0,56.0,40.0,30.0,142.0,47.0,84.0
ENCFF840QPG,DNase-seq,human,released,219.0,66.0,70.0,43.0,91.0,89.0,63.0,51.0
ENCFF320GPJ,DNase-seq,human,released,18.0,173.0,92.0,63.0,7.0,102.0,49.0,52.0
ENCFF160QCA,DNase-seq,mouse,released,24352.0,249.0,105.0,43.0,91.0,135.0,96.0,234.0
ENCFF300JBJ,DNase-seq,human,released,2.0,228.0,79.0,20.0,3.0,183.0,18.0,14.0
ENCFF120XAX,ChIP-seq,human,released,7.0,45.0,26.0,12.0,38.0,94.0,44.0,57.0
ENCFF900QFT,DNase-seq,mouse,released,16082.0,131.0,21.0,13.0,15.0,0.0,12.0,14.0
ENCFF130UTB,ChIP-seq,human,released,39.0,90.0,64.0,34.0,30.0,62.0,56.0,55.0
ENCFF400MSN,DNase-seq,human,released,3358.0,49.0,58.0,8.0,23.0,58.0,16.0,9.0
ENCFF210HTX,RNA-seq,human,released,1.0,22.0,833.0,2.0,850.0,0.0,0.0,0.0
ENCFF730KWX,ChIP-seq,human,released,68.0,259.0,755.0,26.0,65.0,27.0,32.0,11.0
ENCFF040NYU,RNA-seq,human,released,7.0,128.0,1474.0,144.0,928.0,206.0,15.0,57.0
ENCFF940EGQ,ChIP-seq,human,released,28.0,90.0,82.0,44.0,31.0,142.0,41.0,88.0
ENCFF090FUJ,RNA-seq,human,released,3.0,1622.0,1449.0,0.0,553.0,0.0,0.0,0.0
ENCFF000ASR,ChIP-seq,human,released,11.0,61.0,78.0,45.0,31.0,81.0,24.0,54.0
ENCFF640MTD,ChIP-seq,human,released,32.0,107.0,69.0,39.0,55.0,72.0,27.0,34.0
ENCFF770FUP,DNase-seq,human,released,2.0,152.0,86.0,23.0,8.0,246.0,34.0,33.0
ENCFF260YPM,ChIP-seq,mouse,released,476.0,263.0,108.0,49.0,80.0,72.0,62.0,108.0
ENCFF910SYG,DNase-seq,mouse,released,740.0,191.0,67.0,14.0,15.0,2.0,13.0,19.0
ENCFF000AMT,ChIP-seq,human,released,132.0,102.0,138.0,68.0,55.0,101.0,60.0,88.0
ENCFF370DYU,ChIP-seq,human,released,20.0,63.0,54.0,26.0,38.0,96.0,29.0,45.0
ENCFF910RCB,DNase-seq,human,released,11.0,54.0,42.0,13.0,5.0,56.0,14.0,10.0
ENCFF770TVZ,ChIP-seq,human,released,33.0,118.0,56.0,62.0,36.0,94.0,18.0,47.0
ENCFF000OOF,ChIP-seq,human,released,180.0,229.0,167.0,121.0,25.0,143.0,74.0,87.0
ENCFF360DZR,RNA-seq,human,released,0.0,1953.0,2115.0,1.0,237.0,0.0,0.0,0.0
ENCFF000SYU,DNase-seq,human,released,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0
ENCFF060UJV,ChIP-seq,human,released,32.0,53.0,81.0,38.0,35.0,187.0,36.0,53.0
ENCFF000CUO,ChIP-seq,human,released,66.0,37.0,629.0,9.0,94.0,36.0,16.0,62.0
ENCFF940JXH,ChIP-seq,human,released,24.0,89.0,77.0,33.0,23.0,208.0,51.0,90.0
ENCFF670HGA,ChIP-seq,human,released,18.0,297.0,106.0,38.0,21.0,261.0,42.0,71.0
ENCFF770JQL,DNase-seq,human,released,9.0,456.0,131.0,71.0,11.0,195.0,29.0,33.0
ENCFF910ACO,DNase-seq,human,released,8.0,383.0,136.0,33.0,6.0,173.0,30.0,30.0
ENCFF730KLO,DNase-seq,human,released,7.0,979.0,198.0,44.0,0.0,486.0,51.0,60.0
ENCFF000OVV,ChIP-seq,human,released,136.0,99.0,85.0,66.0,40.0,64.0,41.0,88.0
ENCFF390ZPT,ChIP-seq,human,released,36.0,87.0,73.0,30.0,40.0,122.0,62.0,44.0
ENCFF510JLR,DNase-seq,mouse,released,19281.0,147.0,29.0,19.0,23.0,73.0,21.0,24.0
ENCFF210RWL,ChIP-seq,human,released,14.0,156.0,69.0,36.0,21.0,90.0,48.0,82.0
ENCFF980XBW,ChIP-seq,human,released,55.0,100.0,72.0,25.0,26.0,116.0,23.0,32.0
ENCFF000WZC,ChIP-seq,human,released,546.0,129.0,150.0,54.0,149.0,130.0,92.0,126.0
ENCFF690DNK,DNase-seq,mouse,released,15353.0,1337.0,300.0,139.0,84.0,10.0,452.0,744.0
ENCFF960GCL,RNA-seq,human,released,1339.0,810.0,2721.0,420.0,1508.0,0.0,1.0,3.0
ENCFF120SOK,ChIP-seq,human,released,30.0,164.0,140.0,37.0,28.0,247.0,41.0,79.0
ENCFF920QMA,ChIP-seq,human,released,47.0,158.0,134.0,67.0,54.0,138.0,67.0,80.0
ENCFF240TXD,RNA-seq,human,released,409.0,2336.0,2637.0,9.0,3245.0,0.0,1.0,3.0
ENCFF050LNV,DNase-seq,human,released,17.0,245.0,119.0,52.0,11.0,368.0,66.0,36.0
ENCFF480JIK,RNA-seq,human,released,14.0,348.0,592.0,33.0,1192.0,0.0,0.0,43.0
ENCFF310UBW,ChIP-seq,human,released,34.0,297.0,117.0,51.0,45.0,164.0,45.0,37.0
ENCFF100JXO,RNA-seq,human,released,2.0,32.0,482.0,32.0,842.0,0.0,0.0,4.0
ENCFF580STU,ChIP-seq,human,revoked,28.0,54.0,75.0,22.0,65.0,141.0,54.0,76.0
ENCFF920QAY,RNA-seq,mouse,released,95875.0,16.0,1722.0,5.0,197.0,8.0,0.0,0.0
ENCFF980NFS,ChIP-seq,human,released,25.0,149.0,82.0,23.0,15.0,33.0,25.0,8.0
ENCFF840QTL,RNA-seq,human,released,2.0,511.0,411.0,5.0,385.0,0.0,0.0,20.0
ENCFF540YVR,ChIP-seq,human,released,5.0,55.0,22.0,13.0,20.0,84.0,12.0,41.0
ENCFF680BLN,ChIP-seq,human,released,14.0,78.0,73.0,13.0,40.0,46.0,40.0,45.0
ENCFF460KPA,DNase-seq,human,released,8.0,344.0,173.0,74.0,4.0,403.0,60.0,56.0
ENCFF440UHB,DNase-seq,human,released,1999.0,123.0,56.0,21.0,36.0,184.0,35.0,49.0
ENCFF680TNN,DNase-seq,human,released,4258.0,156.0,93.0,47.0,39.0,178.0,38.0,35.0
ENCFF510LAE,RNA-seq,mouse,released,2091290.0,712.0,301.0,31.0,1015.0,28.0,0.0,1.0
ENCFF110QUM,DNase-seq,mouse,released,15550.0,1707.0,265.0,115.0,72.0,8.0,365.0,752.0
ENCFF000AJX,ChIP-seq,human,released,28.0,79.0,75.0,33.0,39.0,118.0,38.0,30.0
ENCFF000CAZ,ChIP-seq,human,revoked,144.0,52.0,73.0,71.0,40.0,76.0,69.0,113.0
ENCFF830FJG,DNase-seq,human,released,11.0,100.0,35.0,22.0,5.0,56.0,15.0,21.0
ENCFF630VPV,ChIP-seq,human,released,24.0,43.0,78.0,42.0,42.0,102.0,37.0,54.0
ENCFF970GQF,ChIP-seq,human,released,22.0,32.0,76.0,37.0,31.0,122.0,41.0,37.0
ENCFF690PCA,RNA-seq,human,released,0.0,1.0,1874.0,0.0,719.0,0.0,0.0,1.0
ENCFF570BJT,DNase-seq,mouse,released,24005.0,199.0,29.0,10.0,8.0,2.0,9.0,19.0
ENCFF750XSU,DNase-seq,mouse,released,71639.0,77.0,31.0,18.0,23.0,44.0,4.0,20.0
ENCFF710HPM,RNA-seq,human,released,246.0,134.0,2061.0,0.0,447.0,0.0,0.0,0.0
ENCFF400XMH,ChIP-seq,human,released,98.0,148.0,82.0,43.0,27.0,149.0,55.0,78.0
ENCFF570STM,ChIP-seq,human,revoked,26.0,53.0,57.0,28.0,56.0,13.0,20.0,36.0
ENCFF700ZLE,DNase-seq,human,released,8.0,365.0,95.0,46.0,10.0,186.0,16.0,16.0
ENCFF000POH,ChIP-seq,human,released,145.0,30.0,45.0,36.0,16.0,55.0,20.0,39.0
ENCFF000AKK,ChIP-seq,human,released,45.0,167.0,180.0,83.0,46.0,271.0,48.0,35.0
ENCFF850KIG,RNA-seq,mouse,released,114246.0,265.0,341.0,3.0,92.0,3.0,0.0,0.0
ENCFF390QVX,ChIP-seq,human,released,27.0,140.0,81.0,78.0,17.0,144.0,41.0,74.0
ENCFF810HTH,ChIP-seq,human,released,15.0,111.0,60.0,28.0,37.0,30.0,39.0,19.0
ENCFF110KHM,ChIP-seq,human,released,19.0,82.0,62.0,12.0,16.0,98.0,40.0,41.0
ENCFF170QEH,ChIP-seq,human,released,21.0,106.0,59.0,50.0,27.0,108.0,30.0,65.0
ENCFF000OJO,ChIP-seq,human,released,37.0,213.0,218.0,101.0,30.0,599.0,52.0,63.0
ENCFF380WBW,ChIP-seq,human,released,332.0,373.0,242.0,92.0,86.0,480.0,15.0,77.0
ENCFF800ZJV,ChIP-seq,human,released,33.0,192.0,91.0,48.0,36.0,154.0,47.0,48.0
ENCFF090KDU,RNA-seq,mouse,released,102445.0,40.0,1277.0,9.0,105.0,5.0,0.0,1.0
ENCFF880UNP,ChIP-seq,human,released,17.0,32.0,34.0,18.0,14.0,69.0,24.0,50.0
ENCFF960PEL,ChIP-seq,human,released,12.0,45.0,41.0,13.0,22.0,111.0,39.0,62.0
ENCFF950FGO,DNase-seq,mouse,released,66343.0,116.0,34.0,47.0,15.0,8.0,13.0,25.0
ENCFF240BQH,DNase-seq,human,released,8.0,519.0,127.0,71.0,2.0,295.0,25.0,51.0
ENCFF000AJC,ChIP-seq,human,released,25.0,33.0,63.0,26.0,94.0,67.0,32.0,33.0
ENCFF160GSI,ChIP-seq,human,released,16.0,44.0,34.0,17.0,15.0,94.0,22.0,45.0
ENCFF460YOK,DNase-seq,mouse,released,4192.0,733.0,261.0,107.0,124.0,29.0,241.0,1447.0
ENCFF000SYV,DNase-seq,human,released,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
ENCFF590ISE,RNA-seq,human,released,294.0,123.0,1791.0,0.0,452.0,0.0,0.0,0.0
ENCFF150RWT,DNase-seq,human,released,36.0,328.0,76.0,47.0,12.0,130.0,40.0,11.0
ENCFF000CIZ,ChIP-seq,human,released,32.0,44.0,327.0,19.0,69.0,55.0,23.0,94.0
ENCFF200STC,RNA-seq,human,released,0.0,1544.0,1105.0,6.0,252.0,0.0,0.0,62.0
ENCFF830BRN,RNA-seq,human,released,0.0,2.0,1427.0,1.0,405.0,0.0,0.0,1.0
ENCFF610CVY,RNA-seq,human,released,1.0,61.0,2137.0,0.0,406.0,0.0,0.0,0.0
ENCFF120HQC,DNase-seq,mouse,released,13491.0,199.0,47.0,20.0,14.0,17.0,22.0,36.0
ENCFF000VOI,RNA-seq,human,released,3296.0,379.0,874.0,0.0,104.0,0.0,1.0,20.0
ENCFF490HWW,DNase-seq,human,released,24.0,944.0,201.0,77.0,9.0,244.0,92.0,51.0
ENCFF000SZV,DNase-seq,human,released,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
ENCFF010RDR,DNase-seq,mouse,released,1642.0,664.0,142.0,48.0,38.0,0.0,53.0,51.0
ENCFF270YCF,DNase-seq,human,released,8.0,286.0,80.0,52.0,4.0,176.0,25.0,21.0
ENCFF300JRW,ChIP-seq,human,released,1.0,994.0,313.0,39.0,0.0,566.0,26.0,20.0
ENCFF980UVI,RNA-seq,human,released,136.0,178.0,1986.0,0.0,349.0,0.0,0.0,0.0
ENCFF740JSK,DNase-seq,mouse,released,3775556.0,653.0,42.0,18.0,29.0,168.0,89.0,260.0
ENCFF240DTE,ChIP-seq,human,released,12.0,29.0,26.0,16.0,12.0,69.0,17.0,46.0
ENCFF480HVG,ChIP-seq,human,released,14.0,126.0,106.0,77.0,37.0,104.0,34.0,63.0
ENCFF260NYI,ChIP-seq,human,released,17.0,49.0,73.0,54.0,43.0,68.0,28.0,60.0
ENCFF360HTD,ChIP-seq,human,released,17.0,40.0,29.0,6.0,16.0,20.0,12.0,17.0
